"title","content","date","variant","images","verified","author","rating","product","url" 
"Great","Great","26 Jun 2020","Style: AirPods","","Verified Purchase","AL","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"Woo back","They lit , love em","26 Jun 2020","Style: AirPods","","Verified Purchase","Bryon","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"One earbud stopped working after just 4 months","Worked fine for 4 months, though there were some issues connecting to my MacBook (kind of a red flag), and then after 4 months the right earbud crapped out. Don’t have AppleCare so they want me to pay $90 to replace it!! Kind of outrageous for a $250 pair of headphones. Support wasn’t helpful. Apple sucks and I’m ready to quit their whole ecosystem.","26 Jun 2020","Style: AirPods","","Verified Purchase","G. T.","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"Great Father's day gift","I bought this for my dad on Father's day, and he absolutely loves them. Uses them every day and they are easy to pair. He appreciates the sound suppression and transparency mode as an upgrade from his last air pods I bought for him the other time.","26 Jun 2020","Style: AirPods","","Verified Purchase","Anthony Tran","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"These are Apple  legit airpod pros","These are legit AirPods Pro","26 Jun 2020","Style: AirPods","","Verified Purchase","Francisco Martinez III","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"These are the BEST","I have weird ears, they repel anything I stick in them; just falls right out.  I was hesitant to order them, due to price and whether they would work for me and ears.  First try, didn't really understand how to use them and was tempted to return. I asked my 17 yr old for help, he has the regular not the pro, we discovered they are different so after watching YouTube videos on tips and tricks, these things are amazing. With the touch of a button you can turn the noise cancelling on and off, pause, skip or go back on songs (works great with Amazon music) and works well with my iPhone, iPad and MacBook, no need for me to switch it seems to know which one I am using.  Due to working from home (COVID) and my 2 kids being at home, these have been a real game changer for zoom meetings and even FaceTime.  I love the wireless charging option and how you can see the battery life of both air pods and the case. I highly recommend these for anyone who likes to work in the quiet but may need to hear what's going on around them.","26 Jun 2020","Style: AirPods","","Verified Purchase","Cat Johnson","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"Not for Android, very frustrating","They worked at 5 star for one week then it became a horrible experience. When paired with my Android I get a skip every minute or so. If I have my phone wifi on the skipping becomes un bearable. If I answer a call from the headphones it will go through were they can only here you then you will only hear them then will connect. Keep the call though cuz when it's over you will need to pull over to re pair. If the phone moves out of range of the case then you will need to re pair. Not just connect but off and on multiple times or a power cycle of the phone. I have done all the internet trouble shooting including factory wipe. No change","26 Jun 2020","Style: AirPods","","Verified Purchase","Karl Smitterbergh","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_21?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=21"
"not worth it the old gens are better","trash not how ppl say they are.","26 Jun 2020","Style: AirPods","","Verified Purchase","Paris","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Awful sound for $250 extremely poor noise cancellation","What is the hype about? I really wonder. I expected big things from these headphones, $250, Apple, all this advertised “technology”, surely these things can’t be that bad right? These are $250. I am looking for something to replace my Bose sound sport frees as the notorious left ear problem is now getting to be a bit too much for me to want to deal with, I thought. I had owned an original pair of AirPods but they didn’t comfortably fit my ear and the sound quality then wasn’t very good for how much they were. So here I am with these new AirPod pros, the sound is super tinny, mids and highs are all over the place, the sound is screechy, sounds awful. I tried all 3 of the tip sizes but it doesn’t do much because directly behind the tip is a giant mounting point that for me is uncomfortable after about 20 minutes no matter what ear tips I use. The noise cancellation has to be a joke, for something that is so strongly advertised, it seriously is a joke. It cannot even process out my bathroom fan while i sit at my desk. My Bose QC 35 have no issues with that. I know these are two completely different types of headphones but this is the type of noise cancellation ive been accustomed to as Apple has always been synonymous with Bose before the beats merger. Anyway; I am terribly unimpressed with these headphones for this price. The truly value of the value with this sound quality is no more than $50; that being said these are maybe worth $100. I guess you could maybe stretch that to $150 if you have your biggest tin foil on. Overall, I’ll for sure be returning these, extremely disappointed. And I will continue my search for something to replace my large, ugly and cumbersome Bose sound sports.","26 Jun 2020","Style: AirPods","","","Amazon Customer","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Amazing product.","Amazing product. The battery in the charging case lasts for several charges( the case charges the pods). Noise cancelation is super cool. I can vacuum the house and hardly hear the vacuum while noise cancelation is on. The are super comfy in the ear and don’t fall out. One of the better purchases I’ve made in a while. I use them mostly for talking on the phone. They pair well with my Apple Watch 5 as well.","25 Jun 2020","Style: AirPods","","Verified Purchase","Justin Hayes","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Very very good purchase","I did a side to side comparison between these and the regular AirPods and it was a night and day difference. This was a lot better in all aspects.","25 Jun 2020","Style: AirPods","","Verified Purchase","Jacky Woo","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Awesome","it's great","25 Jun 2020","Style: AirPods","","Verified Purchase","Yunhee chwa","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Worked great for the first 3 months but then the left airpod quit working","I saved up my money for several months to buy these headphones. I treated them like royalty. THEY WERE AMAZING. but all of a sudden the left airpod quit working. Nothing i try seems to work. Hoping apple support can help me other wise i will have lost $250 on headphones that dont work","25 Jun 2020","Style: AirPods","","Verified Purchase","Levi H.","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Worth it!","Love them! Got a pair for myself and the wife!","25 Jun 2020","Style: AirPods","","Verified Purchase","Russel","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Lasted less than 1 year","Stopped working after hearing popping noises for couple days. Bought them Nov. 2019.","25 Jun 2020","Style: AirPods","","Verified Purchase","Christian Rivas","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Buy directly from Apple","These are great but don’t buy them from Amazon. According to the serial number mine were already linked to another AppleCare account which means they are used. The case also creaks and the Bluetooth connection is kinda spotty. The ones from Amazon are pre owned and if u look at the version number it says 1.0.0. This is the first batch which had some issues associated with it. JUST BUY THEM FROM APPLE DIRECTLY","25 Jun 2020","Style: AirPods","","Verified Purchase","Albert L.","2.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Only worth it if you get some memory foam tips","All the features are amazing and I love the headphones....when they stick in my ear. And for the first day, they did not with the silicon tips they give you. But fortunately I got memory foam tips the next day with ear hooks and now I love them! So if you are going to buy these ( especially if you workout) you must get the memory foam tips for you to fully experience the buds.","25 Jun 2020","Style: AirPods","","Verified Purchase","Lu","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_22?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=22"
"Had to gave","I lost one of a pair and just had to have them. Now have a strap to secure them while out kayaking. Love them. Sound great.","25 Jun 2020","Style: AirPods","","Verified Purchase","Irene  Mitchell","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Not worth the price","It’s was staticky and the noise was not clear at all I don’t recommend these AirPods because mine are not working correctly at all I think I got a defective pair","25 Jun 2020","Style: AirPods","","Verified Purchase","Haley","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Lit","I like the noise cancellation and long battery life","25 Jun 2020","Style: AirPods","","Verified Purchase","Shopping Gamer Guy","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"High quality products.","This is expensive, but very high quality. Very satisfied. You get what you pay for. Noise canceling is superb as I use it for work at home. Batteries need to be recharged twice per day. I thought that they would last longer. Other than that, great product.","25 Jun 2020","Style: AirPods","","Verified Purchase","Richard Holien","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Vary good !","When i Decided to get new AirPods I really wasn’t expecting these to work that well .WOW when you use noise canceling mode it works very well you can feel in your ear leaving no sound able to come though the transparency mode is super cool you can still hear your surroundings very well and listen to music just as good i have had no better experience with headphones i would recommend buying !!","25 Jun 2020","Style: AirPods","","Verified Purchase","Carmi","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"great product overall","honestly a great product. sound quality is a 3.5/5 but this is not why you should be buying / using this product","25 Jun 2020","Style: AirPods","","Verified Purchase","orson","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Amazing","Sounds wonderful!","25 Jun 2020","Style: AirPods","","Verified Purchase","Zora VanCamp","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"WORTH IT","Love em! Huge upgrade.","25 Jun 2020","Style: AirPods","","Verified Purchase","Chad","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Why didn't I get these sooner?","I love this purchase! So worth it.","25 Jun 2020","Style: AirPods","","Verified Purchase","Sarah","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Poor battery life, alert sounds will bust your eardrums","I liked these until I found out the batteries only last about 3-4 hours... so much for uninterrupted workflow. Even worse, the low battery alert tone is SUPER LOUD. It is painful and startling to say the least. I've checked every forum and tried all the suggestions—there is no way to fix this issue. AirPods alert volume is stuck on super loud unless they can fix it in an update. It's doubtful that they'll do this since their response in forums is pretty non-existent.","25 Jun 2020","Style: AirPods","","Verified Purchase","L. Brown","3.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_23?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=23"
"Amazing clarity, lightweight","I love that these AirPods fit so well and are  lightweight. They never fall out and the music is loud and clear. Noise cancelling is a big bonus.","25 Jun 2020","Style: AirPods","","","karen","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Noise canceling is great!","We’re a gift for my husband who loves them!","25 Jun 2020","Style: AirPods","","Verified Purchase","S. Scott","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Amazing!","Amazing!","25 Jun 2020","Style: AirPods","","Verified Purchase","Erin Renee","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Great quality!","they are excellent in quality and sound, being an apple user the connection with my devices is easy.  noise cancellation is 80% but overall it is an excellent product.","25 Jun 2020","Style: AirPods","","Verified Purchase","Francisco Castillo","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Missing AirPods","Opened the box excited and noticed the original box of the AirPods is dirty and already opened, when I opened up this box everything was inside except for the actual AirPod Pros.","25 Jun 2020","Style: AirPods","https://images-na.ssl-images-amazon.com/images/I/61Ny9jpkUvL._SY88.jpg","Verified Purchase","Matthew Gleason","1.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Stay in your ears even when running","Never thought I’d buy 250$ earbuds but here we are.  Started running daily and after 3 or 4 sets of cheaper earbuds that kept falling out of my ears I bought these with low expectations that they would stay in.  3 months later I have yet to have one fall out of an ear, even with sweat dripping down my face and 4 miles into a run. Worth every penny just for that.","25 Jun 2020","Style: AirPods","","Verified Purchase","Shawn James","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Airpods pro","Airpods pro amazing updated from the frist gen airpods major difference Great features Nosie canceling Sleek design Great sound Cons pricy","25 Jun 2020","Style: AirPods","","Verified Purchase","Sonia Awan","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Didn’t live up to expectations","Maybe the problem is with expectations. When you pay a premium price for a product such as Apple the expectation is fairly high. However, the AirPods continually fall out of my ears regardless of adjustments. The battery life is surprisingly short although this again might be more of an issue with expectations than actual battery life. The Bluetooth connectability is very good between apple products. The noise-cancelling is reasonable. All in all the price is high for what the product provides in my opinion","25 Jun 2020","Style: AirPods","","Verified Purchase","Amazon Customer","4.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
"Exceeded my expectations","These sound nearly-or maybe as good as my over the ear Bose NC headphones.  Beautifully packaged.  The set-up consisted of putting them in my ears and my eye phone displayed a lovely rotating image of the Air Pod container and in minutes I was playing music.  I was able to test them later the same day on a bike ride and they felt secure and the noise cancelling worked extremely well even in the wind with traffic noise.  BTW, you can check the fit in settings also. Sound was good for speaking on the phone as well.  I wish the battery life was a couple hours longer-but they recharge quickly.  Great product!","25 Jun 2020","Style: AirPods","","Verified Purchase","Amazon Customer","5.0","Apple AirPods Pro","https://www.amazon.com/Apple-MWP22AM-A-AirPods-Pro/product-reviews/B07ZPC9QD4/ref=cm_cr_arp_d_paging_btm_next_24?ref_=s9_apbd_otopr_hd_bw_b2Y4ZnX&pf_rd_r=VMPMPB2ZGVBH80EDBFN1&pf_rd_p=f8a4773f-1e2c-5333-86b4-bb3f5fc870f6&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&pf_rd_i=2335752011&th=1&sortBy=recent&pageNumber=24"
